sample_id,tier,overlap_level,strategy,selected_method,decision_rule,mixed_segments_count,separated_segments_count,cleaned_segments_count,mixed_text_length,separated_text_length,cleaned_text_length,text_length_ratio,repetition_count,duplicate_removed_count,mixed_runtime_sec,separated_runtime_sec,cleaned_runtime_sec,runtime_ratio,cleaned_closer_to_mixed,notes
SyntheticMidOverlap_01,SyntheticMidOverlap,2,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Fixed baseline.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Fixed baseline.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Fixed baseline.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Oracle upper bound only; not a deployable strategy.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_02,SyntheticMidOverlap,2,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,30,51,51,1.7,0,0,0.753,0.852,0.852,1.131474,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Fixed baseline.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Fixed baseline.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Fixed baseline.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Oracle upper bound only; not a deployable strategy.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_03,SyntheticMidOverlap,2,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",3,2,2,22,41,41,1.863636,0,0,0.63,0.654,0.654,1.038095,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Fixed baseline.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Fixed baseline.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Fixed baseline.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Oracle upper bound only; not a deployable strategy.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_04,SyntheticMidOverlap,2,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",1,2,2,11,43,43,3.909091,0,0,0.347,0.606,0.606,1.746398,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Fixed baseline.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Fixed baseline.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Fixed baseline.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Oracle upper bound only; not a deployable strategy.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_05,SyntheticMidOverlap,2,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,25,50,50,2.0,0,0,0.702,0.854,0.854,1.216524,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Fixed baseline.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Fixed baseline.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Fixed baseline.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Oracle upper bound only; not a deployable strategy.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,v1_overlap_only,separated_whisper,"if overlap_level >= 3, choose separated_whisper",3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,repetition_only,separated_whisper,"repetition_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,removed_count_only,separated_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_01,SyntheticHeavyOverlap,3,v2_full_features,separated_whisper,overlap_level>=3 and separated looks usable; choose separated_whisper,3,2,2,27,58,58,2.148148,0,0,0.762,0.983,0.983,1.290026,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Fixed baseline.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Fixed baseline.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Fixed baseline.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Oracle upper bound only; not a deployable strategy.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,v1_overlap_only,separated_whisper,"if overlap_level >= 3, choose separated_whisper",2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,repetition_only,separated_whisper,"repetition_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,removed_count_only,separated_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_02,SyntheticHeavyOverlap,3,v2_full_features,separated_whisper,overlap_level>=3 and separated looks usable; choose separated_whisper,2,2,2,27,51,51,1.888889,0,0,0.684,0.828,0.828,1.210526,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Fixed baseline.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Fixed baseline.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Fixed baseline.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Oracle upper bound only; not a deployable strategy.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,v1_overlap_only,separated_whisper,"if overlap_level >= 3, choose separated_whisper",3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,repetition_only,separated_whisper,"repetition_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,removed_count_only,separated_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_03,SyntheticHeavyOverlap,3,v2_full_features,separated_whisper,overlap_level>=3 and separated looks usable; choose separated_whisper,3,2,2,16,41,41,2.5625,0,0,0.675,0.684,0.684,1.013333,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Fixed baseline.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Fixed baseline.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Fixed baseline.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Oracle upper bound only; not a deployable strategy.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,v1_overlap_only,separated_whisper,"if overlap_level >= 3, choose separated_whisper",2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,repetition_only,separated_whisper,"repetition_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,removed_count_only,separated_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_04,SyntheticHeavyOverlap,3,v2_full_features,separated_whisper,overlap_level>=3 and separated looks usable; choose separated_whisper,2,2,2,16,43,43,2.6875,0,0,0.548,0.651,0.651,1.187956,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Fixed baseline.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Fixed baseline.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Fixed baseline.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Oracle upper bound only; not a deployable strategy.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,v1_overlap_only,separated_whisper,"if overlap_level >= 3, choose separated_whisper",1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,repetition_only,separated_whisper,"repetition_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,removed_count_only,separated_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticHeavyOverlap_05,SyntheticHeavyOverlap,3,v2_full_features,separated_whisper,overlap_level>=3 and separated looks usable; choose separated_whisper,1,2,2,9,50,50,5.555556,0,0,0.357,0.757,0.757,2.120448,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticOppositeOverlap_01,SyntheticOppositeOverlap,4,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,32,58,58,1.8125,0,0,0.804,0.907,0.907,1.128109,False,Fixed baseline.
SyntheticOppositeOverlap_01,SyntheticOppositeOverlap,4,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,32,58,58,1.8125,0,0,0.804,0.907,0.907,1.128109,False,Fixed baseline.
SyntheticOppositeOverlap_01,SyntheticOppositeOverlap,4,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,32,58,58,1.8125,0,0,0.804,0.907,0.907,1.128109,False,Fixed baseline.
SyntheticOppositeOverlap_01,SyntheticOppositeOverlap,4,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,32,58,58,1.8125,0,0,0.804,0.907,0.907,1.128109,False,Oracle upper bound only; not a deployable strategy.
SyntheticOppositeOverlap_01,SyntheticOppositeOverlap,4,v1_overlap_only,separated_whisper,"if overlap_level >= 3, choose separated_whisper",2,2,2,32,58,58,1.8125,0,0,0.804,0.907,0.907,1.128109,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticOppositeOverlap_01,SyntheticOppositeOverlap,4,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,32,58,58,1.8125,0,0,0.804,0.907,0.907,1.128109,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticOppositeOverlap_01,SyntheticOppositeOverlap,4,repetition_only,separated_whisper,"repetition_count is low; reuse v1 rule (if overlap_level >= 3, choose separated_whisper)",2,2,2,32,58,58,1.8125,0,0,0.804,0.907,0.907,1.128109,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
