sample_id,split,mixed_path,spk1_path,spk2_path,reference_path,reference_text,reference_spk1,reference_spk2,overlap_ratio,dominance_type,style,duration,reference_type,mode_status,source_utterance_ids,sample_rate
controlled_route_sensitive_v1_0043,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0043_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0043_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0043_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0043.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",哦不太一致我可以給你擠我,"你方式要,那它是怎么缓解我们的空虚的",0.6,speaker_B_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_010|pro_001,16000
controlled_route_sensitive_v1_0044,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0044_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0044_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0044_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0044.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 没问题没问题 先不着急",你没有多两个小时但是你自己的是不是多两个我可以给你解释,没问题没问题 先不着急,0.7,speaker_B_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_011|pro_002,16000
controlled_route_sensitive_v1_0045,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0045_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0045_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0045_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0045.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",他让你在那个时间段里拥有了自己,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.8,speaker_B_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_001|pro_004,16000
controlled_route_sensitive_v1_0046,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0046_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0046_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0046_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0046.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 好我先聊完 都帅玩起",哪怕自己是刷抖音的自己,好我先聊完 都帅玩起,0.0,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_002|pro_005,16000
controlled_route_sensitive_v1_0047,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0047_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0047_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0047_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0047.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 既然你是晚睡晚起",我往这里再稍微解释一下,既然你是晚睡晚起,0.1,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_003|pro_006,16000
controlled_route_sensitive_v1_0048,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0048_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0048_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0048_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0048.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 上班的時間必定也晚",其实不落分也是一种,上班的時間必定也晚,0.2,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_004|pro_007,16000
controlled_route_sensitive_v1_0049,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0049_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0049_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0049_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0049.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 你下班的時間必定也晚",刚觉得晚睡晚起少夜,你下班的時間必定也晚,0.3,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_005|pro_008,16000
controlled_route_sensitive_v1_0050,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0050_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0050_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0050_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0050.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 那你个人的生活空间必定也就这么点",晚睡早起也算好夜了,那你个人的生活空间必定也就这么点,0.4,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_006|pro_009,16000
controlled_route_sensitive_v1_0051,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0051_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0051_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0051_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0051.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",因为你可以早睡早起,你是怎么多出额外的时间来过自己的生活的,0.5,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_007|pro_010,16000
controlled_route_sensitive_v1_0052,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0052_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0052_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0052_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0052.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 我的意思是2点睡10点起",因为你可以为了身体建立方式,我的意思是2点睡10点起,0.6,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_008|pro_011,16000
controlled_route_sensitive_v1_0053,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0053_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0053_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0053_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0053.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 跟8点睡6点起午",總睡晚睡,跟8点睡6点起午,0.7,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_009|pro_012,16000
controlled_route_sensitive_v1_0054,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0054_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0054_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0054_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0054.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 我的个人可以支配的",哦不太一致我可以給你擠我,我的个人可以支配的,0.8,balanced,short_backchannel,short,silver_plus_unverified,silver_plus,con_010|pro_013,16000
controlled_route_sensitive_v1_0055,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0055_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0055_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0055_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0055.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 日常時間是一致的沒錯吧",你没有多两个小时但是你自己的是不是多两个我可以给你解释,日常時間是一致的沒錯吧,0.0,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_011|pro_014,16000
controlled_route_sensitive_v1_0056,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0056_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0056_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0056_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0056.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",他让你在那个时间段里拥有了自己,"你方式要,那它是怎么缓解我们的空虚的",0.1,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_001|pro_001,16000
controlled_route_sensitive_v1_0057,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0057_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0057_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0057_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0057.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 没问题没问题 先不着急",哪怕自己是刷抖音的自己,没问题没问题 先不着急,0.2,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_002|pro_002,16000
controlled_route_sensitive_v1_0058,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0058_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0058_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0058_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0058.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 因為有一個前提性的問題沒有討論",我往这里再稍微解释一下,因為有一個前提性的問題沒有討論,0.3,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_003|pro_003,16000
controlled_route_sensitive_v1_0059,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0059_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0059_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0059_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0059.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",其实不落分也是一种,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.4,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_004|pro_004,16000
controlled_route_sensitive_v1_0060,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0060_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0060_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0060_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0060.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 好我先聊完 都帅玩起",刚觉得晚睡晚起少夜,好我先聊完 都帅玩起,0.5,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_005|pro_005,16000
controlled_route_sensitive_v1_0061,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0061_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0061_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0061_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0061.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 既然你是晚睡晚起",晚睡早起也算好夜了,既然你是晚睡晚起,0.6,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_006|pro_006,16000
controlled_route_sensitive_v1_0062,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0062_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0062_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0062_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0062.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 上班的時間必定也晚",因为你可以早睡早起,上班的時間必定也晚,0.7,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_007|pro_007,16000
controlled_route_sensitive_v1_0063,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0063_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0063_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0063_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0063.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 你下班的時間必定也晚",因为你可以为了身体建立方式,你下班的時間必定也晚,0.8,speaker_A_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_008|pro_008,16000
controlled_route_sensitive_v1_0064,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0064_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0064_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0064_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0064.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 那你个人的生活空间必定也就这么点",總睡晚睡,那你个人的生活空间必定也就这么点,0.0,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_009|pro_009,16000
controlled_route_sensitive_v1_0065,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0065_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0065_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0065_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0065.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",哦不太一致我可以給你擠我,你是怎么多出额外的时间来过自己的生活的,0.1,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_010|pro_010,16000
controlled_route_sensitive_v1_0066,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0066_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0066_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0066_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0066.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 我的意思是2点睡10点起",你没有多两个小时但是你自己的是不是多两个我可以给你解释,我的意思是2点睡10点起,0.2,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_011|pro_011,16000
controlled_route_sensitive_v1_0067,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0067_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0067_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0067_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0067.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 我的个人可以支配的",他让你在那个时间段里拥有了自己,我的个人可以支配的,0.3,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_001|pro_013,16000
controlled_route_sensitive_v1_0068,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0068_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0068_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0068_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0068.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 日常時間是一致的沒錯吧",哪怕自己是刷抖音的自己,日常時間是一致的沒錯吧,0.4,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_002|pro_014,16000
controlled_route_sensitive_v1_0069,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0069_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0069_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0069_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0069.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 我多了两个小时",我往这里再稍微解释一下,我多了两个小时,0.5,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_003|pro_015,16000
controlled_route_sensitive_v1_0070,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0070_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0070_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0070_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0070.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",其实不落分也是一种,"你方式要,那它是怎么缓解我们的空虚的",0.6,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_004|pro_001,16000
controlled_route_sensitive_v1_0071,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0071_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0071_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0071_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0071.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 没问题没问题 先不着急",刚觉得晚睡晚起少夜,没问题没问题 先不着急,0.7,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_005|pro_002,16000
controlled_route_sensitive_v1_0072,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0072_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0072_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0072_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0072.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 因為有一個前提性的問題沒有討論",晚睡早起也算好夜了,因為有一個前提性的問題沒有討論,0.8,speaker_B_dominant,medium_overlap,short,silver_plus_unverified,silver_plus,con_006|pro_003,16000
controlled_route_sensitive_v1_0073,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0073_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0073_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0073_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0073.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",因为你可以早睡早起,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.0,balanced,medium_overlap,short,silver_plus_unverified,silver_plus,con_007|pro_004,16000
controlled_route_sensitive_v1_0074,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0074_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0074_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0074_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0074.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 好我先聊完 都帅玩起",因为你可以为了身体建立方式,好我先聊完 都帅玩起,0.1,balanced,medium_overlap,short,silver_plus_unverified,silver_plus,con_008|pro_005,16000
controlled_route_sensitive_v1_0075,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0075_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0075_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0075_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0075.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 既然你是晚睡晚起",總睡晚睡,既然你是晚睡晚起,0.2,balanced,medium_overlap,short,silver_plus_unverified,silver_plus,con_009|pro_006,16000
controlled_route_sensitive_v1_0076,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0076_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0076_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0076_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0076.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 上班的時間必定也晚",哦不太一致我可以給你擠我,上班的時間必定也晚,0.3,balanced,medium_overlap,short,silver_plus_unverified,silver_plus,con_010|pro_007,16000
controlled_route_sensitive_v1_0077,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0077_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0077_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0077_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0077.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 你下班的時間必定也晚",你没有多两个小时但是你自己的是不是多两个我可以给你解释,你下班的時間必定也晚,0.4,balanced,medium_overlap,short,silver_plus_unverified,silver_plus,con_011|pro_008,16000
controlled_route_sensitive_v1_0078,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0078_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0078_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0078_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0078.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",他让你在那个时间段里拥有了自己,你是怎么多出额外的时间来过自己的生活的,0.5,balanced,medium_overlap,short,silver_plus_unverified,silver_plus,con_001|pro_010,16000
controlled_route_sensitive_v1_0079,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0079_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0079_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0079_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0079.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 我的意思是2点睡10点起",哪怕自己是刷抖音的自己,我的意思是2点睡10点起,0.6,balanced,medium_overlap,short,silver_plus_unverified,silver_plus,con_002|pro_011,16000
controlled_route_sensitive_v1_0080,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0080_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0080_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0080_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0080.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 跟8点睡6点起午",我往这里再稍微解释一下,跟8点睡6点起午,0.7,balanced,medium_overlap,short,silver_plus_unverified,silver_plus,con_003|pro_012,16000
