sample_id,route,backend,model_size,language,status,runtime_sec,wav_path,transcript_path,text,error,evidence_type,segments
audio_depth_stress_v1_0018,separated,merge:faster-whisper,base,zh,ok,0.7324,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0018_separated.json,"[SPEAKER_1] 因为你可以早睡早期因为你可以早睡早期
[SPEAKER_2] 好,我先聊完稍微玩",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0018,cleaned,merge:faster-whisper,base,zh,ok,0.7324,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0018_cleaned.json,"因为你可以早睡早期因为你可以早睡早期好,我先聊完稍微玩",,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0019,mixed,faster-whisper,base,zh,ok,1.0546,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0019_mixed.json,因为你可以为了身体健康径你上班的时间对你有没有,,real_whisper_asr,
audio_depth_stress_v1_0019,spk1,faster-whisper,base,zh,ok,0.4567,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0019_spk1.json,因为你可以为了身体健康径因为你可以为了身体健康径,,real_whisper_asr,
audio_depth_stress_v1_0019,spk2,faster-whisper,base,zh,ok,0.3422,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0019_spk2.json,你上班的時間必定也晚,,real_whisper_asr,
audio_depth_stress_v1_0019,separated,merge:faster-whisper,base,zh,ok,0.7989,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0019_separated.json,"[SPEAKER_1] 因为你可以为了身体健康径因为你可以为了身体健康径
[SPEAKER_2] 你上班的時間必定也晚",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0019,cleaned,merge:faster-whisper,base,zh,ok,0.7989,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0019_cleaned.json,因为你可以为了身体健康径因为你可以为了身体健康径你上班的時間必定也晚,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0021,mixed,faster-whisper,base,zh,ok,0.365,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0021_mixed.json,他讓你在那個時間段裡擁有了自己,,real_whisper_asr,
audio_depth_stress_v1_0021,spk1,faster-whisper,base,zh,ok,0.3734,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0021_spk1.json,他讓你在那個時間段裡擁有了自己,,real_whisper_asr,
audio_depth_stress_v1_0021,spk2,faster-whisper,base,zh,ok,5.9491,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0021_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0021,separated,merge:faster-whisper,base,zh,ok,6.3225,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0021_separated.json,"[SPEAKER_1] 他讓你在那個時間段裡擁有了自己
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0021,cleaned,merge:faster-whisper,base,zh,ok,6.3225,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0021_cleaned.json,他讓你在那個時間段裡擁有了自己,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0031,mixed,faster-whisper,base,zh,ok,0.5324,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0031_mixed.json,你没有多两个小时 但是你自己的什么人多了两个吗我可以给你解释你没有多两,,real_whisper_asr,
audio_depth_stress_v1_0031,spk1,faster-whisper,base,zh,ok,0.5134,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0031_spk1.json,你没有多两个小时 但是你自己的什么人多了两个吗我可以给你解释你没有多两,,real_whisper_asr,
audio_depth_stress_v1_0031,spk2,faster-whisper,base,zh,ok,7.1719,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0031_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0031,separated,merge:faster-whisper,base,zh,ok,7.6853,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0031_separated.json,"[SPEAKER_1] 你没有多两个小时 但是你自己的什么人多了两个吗我可以给你解释你没有多两
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0031,cleaned,merge:faster-whisper,base,zh,ok,7.6853,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0031_cleaned.json,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释你没有多两,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0041,mixed,faster-whisper,base,zh,ok,0.5282,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0041_mixed.json,他讓你在那個時間段裡擁有了自己他讓你在那個時間段裡擁有了自己他讓你在那個時間,,real_whisper_asr,
audio_depth_stress_v1_0041,spk1,faster-whisper,base,zh,ok,0.5667,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0041_spk1.json,他讓你在那個時間段裡擁有了自己他讓你在那個時間段裡擁有了自己他讓你在那個時間,,real_whisper_asr,
audio_depth_stress_v1_0041,spk2,faster-whisper,base,zh,ok,8.1053,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0041_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0041,separated,merge:faster-whisper,base,zh,ok,8.672,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0041_separated.json,"[SPEAKER_1] 他讓你在那個時間段裡擁有了自己他讓你在那個時間段裡擁有了自己他讓你在那個時間
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0041,cleaned,merge:faster-whisper,base,zh,ok,8.672,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0041_cleaned.json,他讓你在那個時間段裡擁有了自己他讓你在那個時間段裡擁有了自己他讓你在那個時間,,text_cleanup_from_real_whisper_separated,[]
