sample_id,split,candidate_id,mixed_path,spk1_path,spk2_path,reference_path,reference_text,reference_spk1,reference_spk2,overlap_ratio,dominance_type,intended_family,expected_winner,route_stress_transform,reference_type,source_utterance_ids,sample_rate
controlled_route_sensitive_v2_0039,dev,controlled_route_sensitive_v2_candidate_0039,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0039_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0039_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0039_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0039.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 日常時間是一致的沒錯吧",晚睡早起也算好夜了,日常時間是一致的沒錯吧,0.35,speaker_B_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_006|pro_014,16000
controlled_route_sensitive_v2_0040,train,controlled_route_sensitive_v2_candidate_0040,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0040_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0040_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0040_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0040.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",因为你可以早睡早起,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.5,speaker_B_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_007|pro_004,16000
controlled_route_sensitive_v2_0041,train,controlled_route_sensitive_v2_candidate_0041,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0041_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0041_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0041_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0041.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 那你个人的生活空间必定也就这么点",因为你可以为了身体建立方式,那你个人的生活空间必定也就这么点,0.1,speaker_B_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_008|pro_009,16000
controlled_route_sensitive_v2_0042,train,controlled_route_sensitive_v2_candidate_0042,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0042_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0042_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0042_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0042.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 我多了两个小时",總睡晚睡,我多了两个小时,0.75,speaker_B_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_009|pro_015,16000
controlled_route_sensitive_v2_0043,dev,controlled_route_sensitive_v2_candidate_0043,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0043_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0043_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0043_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0043.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 好我先聊完 都帅玩起",哦不太一致我可以給你擠我,好我先聊完 都帅玩起,0.45,balanced,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_010|pro_005,16000
controlled_route_sensitive_v2_0044,train,controlled_route_sensitive_v2_candidate_0044,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0044_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0044_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0044_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0044.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",你没有多两个小时但是你自己的是不是多两个我可以给你解释,你是怎么多出额外的时间来过自己的生活的,0.7,balanced,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_011|pro_010,16000
controlled_route_sensitive_v2_0045,train,controlled_route_sensitive_v2_candidate_0045,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0045_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0045_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0045_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0045.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",他让你在那个时间段里拥有了自己,"你方式要,那它是怎么缓解我们的空虚的",0.15,balanced,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_001|pro_001,16000
controlled_route_sensitive_v2_0046,dev,controlled_route_sensitive_v2_candidate_0046,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0046_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0046_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0046_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0046.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 既然你是晚睡晚起",哪怕自己是刷抖音的自己,既然你是晚睡晚起,0.85,balanced,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_002|pro_006,16000
controlled_route_sensitive_v2_0047,train,controlled_route_sensitive_v2_candidate_0047,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0047_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0047_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0047_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0047.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 我的意思是2点睡10点起",我往这里再稍微解释一下,我的意思是2点睡10点起,0.55,balanced,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_003|pro_011,16000
controlled_route_sensitive_v2_0048,train,controlled_route_sensitive_v2_candidate_0048,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0048_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0048_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0048_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0048.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 没问题没问题 先不着急",其实不落分也是一种,没问题没问题 先不着急,0.9,balanced,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_004|pro_002,16000
controlled_route_sensitive_v2_0049,train,controlled_route_sensitive_v2_candidate_0049,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0049_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0049_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0049_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0049.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 上班的時間必定也晚",刚觉得晚睡晚起少夜,上班的時間必定也晚,0.0,balanced,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_005|pro_007,16000
controlled_route_sensitive_v2_0050,train,controlled_route_sensitive_v2_candidate_0050,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0050_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0050_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0050_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0050.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 跟8点睡6点起午",晚睡早起也算好夜了,跟8点睡6点起午,0.55,speaker_A_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_006|pro_012,16000
controlled_route_sensitive_v2_0051,dev,controlled_route_sensitive_v2_candidate_0051,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0051_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0051_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0051_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0051.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 因為有一個前提性的問題沒有討論",因为你可以早睡早起,因為有一個前提性的問題沒有討論,0.25,speaker_A_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_007|pro_003,16000
controlled_route_sensitive_v2_0052,dev,controlled_route_sensitive_v2_candidate_0052,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0052_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0052_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0052_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0052.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 你下班的時間必定也晚",因为你可以为了身体建立方式,你下班的時間必定也晚,0.3,speaker_A_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_008|pro_008,16000
controlled_route_sensitive_v2_0053,train,controlled_route_sensitive_v2_candidate_0053,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0053_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0053_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0053_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0053.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 我的个人可以支配的",總睡晚睡,我的个人可以支配的,0.05,speaker_A_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_009|pro_013,16000
controlled_route_sensitive_v2_0054,train,controlled_route_sensitive_v2_candidate_0054,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0054_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0054_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0054_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0054.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",哦不太一致我可以給你擠我,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.65,speaker_A_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_010|pro_004,16000
controlled_route_sensitive_v2_0055,train,controlled_route_sensitive_v2_candidate_0055,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0055_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0055_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0055_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0055.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 那你个人的生活空间必定也就这么点",你没有多两个小时但是你自己的是不是多两个我可以给你解释,那你个人的生活空间必定也就这么点,0.35,speaker_A_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_011|pro_009,16000
controlled_route_sensitive_v2_0056,train,controlled_route_sensitive_v2_candidate_0056,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0056_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0056_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0056_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0056.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 日常時間是一致的沒錯吧",他让你在那个时间段里拥有了自己,日常時間是一致的沒錯吧,0.5,speaker_A_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_001|pro_014,16000
controlled_route_sensitive_v2_0057,train,controlled_route_sensitive_v2_candidate_0057,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0057_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0057_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0057_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0057.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 好我先聊完 都帅玩起",哪怕自己是刷抖音的自己,好我先聊完 都帅玩起,0.1,speaker_B_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_002|pro_005,16000
controlled_route_sensitive_v2_0058,test,controlled_route_sensitive_v2_candidate_0058,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0058_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0058_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0058_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0058.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",我往这里再稍微解释一下,你是怎么多出额外的时间来过自己的生活的,0.75,speaker_B_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_003|pro_010,16000
controlled_route_sensitive_v2_0059,train,controlled_route_sensitive_v2_candidate_0059,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0059_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0059_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0059_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0059.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 我多了两个小时",其实不落分也是一种,我多了两个小时,0.45,speaker_B_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_004|pro_015,16000
controlled_route_sensitive_v2_0060,dev,controlled_route_sensitive_v2_candidate_0060,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0060_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0060_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0060_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0060.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 既然你是晚睡晚起",刚觉得晚睡晚起少夜,既然你是晚睡晚起,0.7,speaker_B_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_005|pro_006,16000
controlled_route_sensitive_v2_0061,train,controlled_route_sensitive_v2_candidate_0061,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0061_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0061_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0061_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0061.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 我的意思是2点睡10点起",晚睡早起也算好夜了,我的意思是2点睡10点起,0.15,speaker_B_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_006|pro_011,16000
controlled_route_sensitive_v2_0062,train,controlled_route_sensitive_v2_candidate_0062,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0062_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0062_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0062_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0062.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",因为你可以早睡早起,"你方式要,那它是怎么缓解我们的空虚的",0.85,speaker_B_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_007|pro_001,16000
controlled_route_sensitive_v2_0063,train,controlled_route_sensitive_v2_candidate_0063,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0063_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0063_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0063_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0063.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 上班的時間必定也晚",因为你可以为了身体建立方式,上班的時間必定也晚,0.55,speaker_B_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_008|pro_007,16000
controlled_route_sensitive_v2_0064,dev,controlled_route_sensitive_v2_candidate_0064,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0064_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0064_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0064_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0064.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 跟8点睡6点起午",總睡晚睡,跟8点睡6点起午,0.9,balanced,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_009|pro_012,16000
controlled_route_sensitive_v2_0065,dev,controlled_route_sensitive_v2_candidate_0065,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0065_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0065_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0065_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0065.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 没问题没问题 先不着急",哦不太一致我可以給你擠我,没问题没问题 先不着急,0.0,balanced,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_010|pro_002,16000
controlled_route_sensitive_v2_0066,dev,controlled_route_sensitive_v2_candidate_0066,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0066_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0066_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0066_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0066.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 你下班的時間必定也晚",你没有多两个小时但是你自己的是不是多两个我可以给你解释,你下班的時間必定也晚,0.55,balanced,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_011|pro_008,16000
controlled_route_sensitive_v2_0067,test,controlled_route_sensitive_v2_candidate_0067,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0067_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0067_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0067_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0067.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 我的个人可以支配的",他让你在那个时间段里拥有了自己,我的个人可以支配的,0.25,balanced,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_001|pro_013,16000
controlled_route_sensitive_v2_0068,train,controlled_route_sensitive_v2_candidate_0068,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0068_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0068_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0068_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0068.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 因為有一個前提性的問題沒有討論",哪怕自己是刷抖音的自己,因為有一個前提性的問題沒有討論,0.3,balanced,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_002|pro_003,16000
controlled_route_sensitive_v2_0069,train,controlled_route_sensitive_v2_candidate_0069,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0069_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0069_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0069_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0069.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 那你个人的生活空间必定也就这么点",我往这里再稍微解释一下,那你个人的生活空间必定也就这么点,0.05,balanced,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_003|pro_009,16000
controlled_route_sensitive_v2_0070,train,controlled_route_sensitive_v2_candidate_0070,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0070_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0070_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0070_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0070.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 日常時間是一致的沒錯吧",其实不落分也是一种,日常時間是一致的沒錯吧,0.65,balanced,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_004|pro_014,16000
controlled_route_sensitive_v2_0071,train,controlled_route_sensitive_v2_candidate_0071,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0071_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0071_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0071_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0071.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",刚觉得晚睡晚起少夜,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.35,speaker_A_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_005|pro_004,16000
controlled_route_sensitive_v2_0072,train,controlled_route_sensitive_v2_candidate_0072,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0072_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0072_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0072_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0072.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",晚睡早起也算好夜了,你是怎么多出额外的时间来过自己的生活的,0.5,speaker_A_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_006|pro_010,16000
controlled_route_sensitive_v2_0073,train,controlled_route_sensitive_v2_candidate_0073,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0073_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0073_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0073_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0073.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 我多了两个小时",因为你可以早睡早起,我多了两个小时,0.1,speaker_A_dominant,mixed_win_anchor,mixed,separated_sources_noisy_smeared,silver_plus_unverified,con_007|pro_015,16000
controlled_route_sensitive_v2_0074,train,controlled_route_sensitive_v2_candidate_0074,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0074_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0074_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0074_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0074.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 好我先聊完 都帅玩起",因为你可以为了身体建立方式,好我先聊完 都帅玩起,0.75,speaker_A_dominant,separated_win_anchor,separated,mixed_overlap_noisy_sources_clean,silver_plus_unverified,con_008|pro_005,16000
controlled_route_sensitive_v2_0075,dev,controlled_route_sensitive_v2_candidate_0075,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0075_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0075_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0075_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0075.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 我的意思是2点睡10点起",總睡晚睡,我的意思是2点睡10点起,0.45,speaker_A_dominant,cleaned_win_anchor,cleaned,separated_sources_repeat_tail_cleaned_can_suppress,silver_plus_unverified,con_009|pro_011,16000
controlled_route_sensitive_v2_0076,dev,controlled_route_sensitive_v2_candidate_0076,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0076_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0076_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0076_spk2.wav,resources/controlled_route_sensitive_v2/references/controlled_route_sensitive_v2_0076.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",哦不太一致我可以給你擠我,"你方式要,那它是怎么缓解我们的空虚的",0.7,speaker_A_dominant,review_needed_anchor,review_needed,all_routes_stressed_review_needed,silver_plus_unverified,con_010|pro_001,16000
