corpus,track_id,hallucinated,mode_s_label,lang_id_entropy,length_ratio,cr,content_similarity,kl_score,kl_flag_fixed,kl_flag_calibrated,cer,has_mixed_text,num_speakers
gold,con_006_pro_006_r0.35_sep2,1,Other,0.439497,nan,0.775,nan,7.311899,1,1,0.75,0,2
gold,con_006_pro_006_r0.4_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.4_sep2,1,Mode_S_candidate,0.0,nan,0.769231,nan,7.787819,1,1,0.875,0,2
gold,con_006_pro_006_r0.45_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.45_sep2,0,Other,0.439497,nan,0.738095,nan,6.787819,1,1,0.5,0,2
gold,con_006_pro_006_r0.5_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.5_sep2,0,Other,0.439497,nan,0.738095,nan,6.787819,1,1,0.5,0,2
gold,con_006_pro_006_r0.6_sep1,0,Other,0.0,nan,0.710526,nan,5.704152,1,0,0.444444,0,2
gold,con_006_pro_006_r0.6_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,7.300809,1,1,0.625,0,2
gold,con_006_pro_006_r0.7_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.7_sep2,1,Mode_S_candidate,0.0,nan,0.804878,nan,7.81025,1,1,0.625,0,2
gold,con_006_pro_006_r0.8_sep1,0,Other,0.0,nan,0.75,nan,6.6393,1,1,0.333333,0,2
gold,con_006_pro_006_r0.8_sep2,0,Other,0.439497,nan,0.738095,nan,6.787819,1,1,0.5,0,2
gold,con_006_pro_006_r0.9_sep1,0,Other,0.0,nan,0.75,nan,6.6393,1,1,0.333333,0,2
gold,con_006_pro_006_r0.9_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,7.300809,1,1,0.625,0,2
gold,con_007_pro_013_r0.0_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.0_sep2,0,Other,0.0,nan,0.710526,nan,6.382058,1,1,0.333333,0,2
gold,con_007_pro_013_r0.05_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.05_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,6.518298,1,1,0.555556,0,2
gold,con_007_pro_013_r0.1_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.1_sep2,0,Other,0.0,nan,0.731707,nan,6.407494,1,1,0.444444,0,2
gold,con_007_pro_013_r0.15_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.15_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.2_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.2_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.25_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.25_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.3_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.3_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.35_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.35_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.4_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.4_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.45_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.45_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.5_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.5_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.6_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.6_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.7_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.7_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.8_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.8_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_007_pro_013_r0.9_sep1,0,Other,0.0,nan,0.710526,nan,4.172508,1,0,0.222222,0,2
gold,con_007_pro_013_r0.9_sep2,0,Other,0.0,nan,0.75,nan,5.308293,1,0,0.222222,0,2
gold,con_008_pro_005_r0.0_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.615385,0,2
gold,con_008_pro_005_r0.0_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.05_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.05_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.1_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.615385,0,2
gold,con_008_pro_005_r0.1_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.15_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.615385,0,2
gold,con_008_pro_005_r0.15_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.2_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.615385,0,2
gold,con_008_pro_005_r0.2_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.25_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.615385,0,2
gold,con_008_pro_005_r0.25_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.3_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.615385,0,2
gold,con_008_pro_005_r0.3_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.35_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.35_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.4_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.4_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.45_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.45_sep2,0,Other,0.503258,nan,0.757576,nan,5.197948,1,0,0.444444,0,2
gold,con_008_pro_005_r0.5_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.5_sep2,0,Other,0.503258,nan,0.757576,nan,5.197948,1,0,0.444444,0,2
gold,con_008_pro_005_r0.6_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.6_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.7_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.7_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.8_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.8_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_008_pro_005_r0.9_sep1,1,Mode_S_candidate,0.0,nan,0.78,nan,8.024246,1,1,0.692308,0,2
gold,con_008_pro_005_r0.9_sep2,0,Other,0.503258,nan,0.757576,nan,5.381204,1,0,0.333333,0,2
gold,con_009_pro_012_r0.0_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.0_sep2,1,Mode_S_candidate,0.0,nan,0.727273,nan,9.349097,1,1,0.875,0,2
gold,con_009_pro_012_r0.05_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.05_sep2,1,Mode_S_candidate,0.0,nan,0.727273,nan,9.349097,1,1,0.875,0,2
gold,con_009_pro_012_r0.1_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.1_sep2,1,Mode_S_candidate,0.0,nan,0.727273,nan,9.349097,1,1,0.875,0,2
gold,con_009_pro_012_r0.15_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.15_sep2,1,Mode_S_candidate,0.0,nan,0.724138,nan,9.612131,1,1,0.875,0,2
gold,con_009_pro_012_r0.2_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.2_sep2,1,Mode_S_candidate,0.0,nan,0.727273,nan,9.349097,1,1,0.875,0,2
gold,con_009_pro_012_r0.25_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.25_sep2,0,Other,0.863121,nan,0.68,nan,6.290203,1,1,0.375,0,2
gold,con_009_pro_012_r0.3_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.3_sep2,1,Mode_S_candidate,0.0,nan,0.727273,nan,9.349097,1,1,0.875,0,2
gold,con_009_pro_012_r0.35_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.35_sep2,0,Other,0.863121,nan,0.68,nan,6.290203,1,1,0.375,0,2
gold,con_009_pro_012_r0.4_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.4_sep2,0,Other,0.811278,nan,0.714286,nan,6.193835,1,0,0.375,0,2
gold,con_009_pro_012_r0.45_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.45_sep2,0,Other,0.863121,nan,0.68,nan,6.290203,1,1,0.375,0,2
gold,con_009_pro_012_r0.5_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.5_sep2,0,Other,0.811278,nan,0.714286,nan,6.193835,1,0,0.375,0,2
gold,con_009_pro_012_r0.6_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.6_sep2,0,Other,0.811278,nan,0.714286,nan,6.193835,1,0,0.375,0,2
gold,con_009_pro_012_r0.7_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.7_sep2,0,Other,0.811278,nan,0.714286,nan,6.193835,1,0,0.375,0,2
gold,con_009_pro_012_r0.8_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.8_sep2,0,Other,0.863121,nan,0.68,nan,6.290203,1,1,0.375,0,2
gold,con_009_pro_012_r0.9_sep1,1,Mode_S_candidate,0.0,nan,0.631579,nan,10.934059,1,1,1.0,0,2
gold,con_009_pro_012_r0.9_sep2,0,Other,0.863121,nan,0.68,nan,6.290203,1,1,0.375,0,2
gold,con_010_pro_004_r0.0_sep1,0,Other,0.468996,nan,0.717949,nan,5.061071,1,0,0.5,0,2
gold,con_010_pro_004_r0.0_sep2,0,Other,0.297472,nan,0.873016,nan,6.480018,1,1,0.473684,0,2
gold,con_010_pro_004_r0.05_sep1,0,Other,0.468996,nan,0.717949,nan,5.061071,1,0,0.5,0,2
gold,con_010_pro_004_r0.05_sep2,1,Mode_S_candidate,0.309543,nan,0.866667,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.1_sep1,0,Other,0.468996,nan,0.717949,nan,5.061071,1,0,0.5,0,2
gold,con_010_pro_004_r0.1_sep2,1,Mode_S_candidate,0.309543,nan,0.866667,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.15_sep1,0,Other,0.468996,nan,0.717949,nan,5.061071,1,0,0.5,0,2
gold,con_010_pro_004_r0.15_sep2,1,Mode_S_candidate,0.309543,nan,0.866667,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.2_sep1,0,Other,0.468996,nan,0.717949,nan,5.061071,1,0,0.5,0,2
gold,con_010_pro_004_r0.2_sep2,0,Other,0.297472,nan,0.873016,nan,6.480018,1,1,0.315789,0,2
gold,con_010_pro_004_r0.25_sep1,0,Other,0.468996,nan,0.717949,nan,5.061071,1,0,0.5,0,2
gold,con_010_pro_004_r0.25_sep2,1,Mode_S_candidate,0.309543,nan,0.866667,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.3_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.3_sep2,1,Mode_S_candidate,0.309543,nan,0.852459,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.35_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.35_sep2,1,Mode_S_candidate,0.309543,nan,0.852459,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.4_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.4_sep2,1,Mode_S_candidate,0.309543,nan,0.852459,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.45_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.45_sep2,1,Mode_S_candidate,0.309543,nan,0.866667,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.5_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.5_sep2,1,Mode_S_candidate,0.309543,nan,0.866667,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.6_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.6_sep2,1,Mode_S_candidate,0.309543,nan,0.866667,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.7_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.7_sep2,1,Mode_S_candidate,0.309543,nan,0.866667,nan,7.349174,1,1,0.631579,0,2
gold,con_010_pro_004_r0.8_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.8_sep2,1,Mode_S_candidate,0.297472,nan,0.982143,nan,7.548439,1,1,0.578947,0,2
gold,con_010_pro_004_r0.9_sep1,0,Other,0.439497,nan,0.775,nan,5.103577,1,0,0.5,0,2
gold,con_010_pro_004_r0.9_sep2,1,Mode_S_candidate,0.297472,nan,0.982143,nan,7.548439,1,1,0.578947,0,2
gold,con_011_pro_011_r0.0_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.0_sep2,1,Other,0.721928,nan,0.742857,nan,8.309059,1,1,0.583333,0,2
gold,con_011_pro_011_r0.05_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.05_sep2,1,Mode_S_candidate,0.0,nan,0.727273,nan,9.18243,1,1,0.666667,0,2
gold,con_011_pro_011_r0.1_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.1_sep2,1,Other,0.721928,nan,0.742857,nan,8.309059,1,1,0.583333,0,2
gold,con_011_pro_011_r0.15_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.15_sep2,1,Mode_S_candidate,0.0,nan,0.785714,nan,8.097468,1,1,0.583333,0,2
gold,con_011_pro_011_r0.2_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.2_sep2,1,Mode_S_candidate,0.0,nan,0.771429,nan,8.983847,1,1,0.666667,0,2
gold,con_011_pro_011_r0.25_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.25_sep2,1,Mode_S_candidate,0.0,nan,0.769231,nan,8.309059,1,1,0.583333,0,2
gold,con_011_pro_011_r0.3_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.3_sep2,1,Mode_S_candidate,0.0,nan,0.771429,nan,8.983847,1,1,0.75,0,2
gold,con_011_pro_011_r0.35_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.35_sep2,1,Mode_S_candidate,0.0,nan,0.769231,nan,8.309059,1,1,0.583333,0,2
gold,con_011_pro_011_r0.4_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.4_sep2,0,Other,0.650022,nan,0.780488,nan,7.612131,1,1,0.5,0,2
gold,con_011_pro_011_r0.45_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.45_sep2,1,Mode_S_candidate,0.0,nan,0.769231,nan,8.809059,1,1,0.666667,0,2
gold,con_011_pro_011_r0.5_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.5_sep2,1,Mode_S_candidate,0.0,nan,0.727273,nan,9.18243,1,1,0.75,0,2
gold,con_011_pro_011_r0.6_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.6_sep2,1,Mode_S_candidate,0.0,nan,0.769231,nan,8.809059,1,1,0.666667,0,2
gold,con_011_pro_011_r0.7_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.7_sep2,1,Mode_S_candidate,0.0,nan,0.727273,nan,9.18243,1,1,0.75,0,2
gold,con_011_pro_011_r0.8_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.8_sep2,1,Mode_S_candidate,0.0,nan,0.769231,nan,8.309059,1,1,0.666667,0,2
gold,con_011_pro_011_r0.9_sep1,0,Other,0.0,nan,0.857143,nan,3.54145,1,0,0.333333,0,2
gold,con_011_pro_011_r0.9_sep2,1,Mode_S_candidate,0.0,nan,0.681818,nan,10.349097,1,1,0.833333,0,2
gold,con_001_pro_003_r0.0_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_003_r0.0_sep2,1,Other,0.0,nan,15.818182,nan,9.349293,1,1,11.6,0,2
gold,con_001_pro_003_r0.05_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_003_r0.05_sep2,0,Other,0.0,nan,0.822581,nan,5.568882,1,0,0.2,0,2
gold,con_001_pro_003_r0.1_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_003_r0.1_sep2,1,Other,0.0,nan,29.086957,nan,11.850584,1,1,14.866667,0,2
gold,con_001_pro_003_r0.15_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_003_r0.15_sep2,0,Other,0.0,nan,0.822581,nan,5.833268,1,0,0.266667,0,2
gold,con_001_pro_003_r0.2_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_003_r0.2_sep2,0,Other,0.0,nan,0.822581,nan,5.568882,1,0,0.2,0,2
gold,con_001_pro_003_r0.25_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_003_r0.25_sep2,0,Other,0.0,nan,0.813559,nan,5.635683,1,0,0.133333,0,2
gold,con_001_pro_003_r0.3_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_003_r0.3_sep2,1,Mode_S_candidate,0.0,nan,0.857143,nan,6.951159,1,1,0.6,0,2
gold,con_001_pro_003_r0.35_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_003_r0.35_sep2,1,Mode_S_candidate,0.0,nan,0.822581,nan,7.19666,1,1,0.666667,0,2
gold,con_001_pro_003_r0.4_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_003_r0.4_sep2,1,Mode_S_candidate,0.0,nan,0.857143,nan,6.951159,1,1,0.6,0,2
gold,con_001_pro_003_r0.45_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_003_r0.45_sep2,0,Other,0.0,nan,0.822581,nan,5.811806,1,0,0.333333,0,2
gold,con_001_pro_003_r0.5_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_003_r0.5_sep2,1,Mode_S_candidate,0.0,nan,0.857143,nan,6.951159,1,1,0.6,0,2
gold,con_001_pro_003_r0.6_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_003_r0.6_sep2,1,Mode_S_candidate,0.0,nan,0.857143,nan,6.951159,1,1,0.6,0,2
gold,con_001_pro_003_r0.7_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_003_r0.7_sep2,1,Mode_S_candidate,0.0,nan,0.822581,nan,7.19666,1,1,0.666667,0,2
gold,con_001_pro_003_r0.8_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_003_r0.8_sep2,1,Mode_S_candidate,0.0,nan,0.849057,nan,6.967648,1,1,0.533333,0,2
gold,con_001_pro_003_r0.9_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_003_r0.9_sep2,1,Mode_S_candidate,0.0,nan,0.822581,nan,7.19666,1,1,0.666667,0,2
gold,con_002_pro_010_r0.0_sep1,0,Other,0.0,nan,0.847826,nan,5.889665,1,0,0.454545,0,2
gold,con_002_pro_010_r0.0_sep2,0,Other,0.0,nan,0.84507,nan,3.914052,1,0,0.105263,0,2
gold,con_002_pro_010_r0.05_sep1,0,Other,0.0,nan,0.847826,nan,5.889665,1,0,0.454545,0,2
gold,con_002_pro_010_r0.05_sep2,0,Other,0.0,nan,0.838235,nan,3.925924,1,0,0.157895,0,2
gold,con_002_pro_010_r0.1_sep1,0,Other,0.0,nan,0.847826,nan,5.889665,1,0,0.454545,0,2
gold,con_002_pro_010_r0.1_sep2,0,Other,0.0,nan,0.838235,nan,4.252439,1,0,0.157895,0,2
gold,con_002_pro_010_r0.15_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.15_sep2,0,Other,0.0,nan,0.830769,nan,3.814405,1,0,0.105263,0,2
gold,con_002_pro_010_r0.2_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.2_sep2,0,Other,0.0,nan,0.838235,nan,3.925924,1,0,0.157895,0,2
gold,con_002_pro_010_r0.25_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.25_sep2,0,Other,0.0,nan,0.830769,nan,3.867405,1,0,0.105263,0,2
gold,con_002_pro_010_r0.3_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.3_sep2,0,Other,0.0,nan,0.830769,nan,3.814405,1,0,0.105263,0,2
gold,con_002_pro_010_r0.35_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.35_sep2,0,Other,0.0,nan,0.830769,nan,3.814405,1,0,0.105263,0,2
gold,con_002_pro_010_r0.4_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.4_sep2,0,Other,0.0,nan,0.830769,nan,3.867405,1,0,0.105263,0,2
gold,con_002_pro_010_r0.45_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.45_sep2,0,Other,0.0,nan,0.830769,nan,3.814405,1,0,0.105263,0,2
gold,con_002_pro_010_r0.5_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.5_sep2,0,Other,0.0,nan,0.830769,nan,3.814405,1,0,0.105263,0,2
gold,con_002_pro_010_r0.6_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.6_sep2,0,Other,0.0,nan,0.830769,nan,3.814405,1,0,0.105263,0,2
gold,con_002_pro_010_r0.7_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.7_sep2,0,Other,0.0,nan,0.822581,nan,3.844199,1,0,0.105263,0,2
gold,con_002_pro_010_r0.8_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.8_sep2,0,Other,0.0,nan,0.84507,nan,3.937109,1,0,0.052632,0,2
gold,con_002_pro_010_r0.9_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_010_r0.9_sep2,0,Other,0.0,nan,0.84507,nan,3.937109,1,0,0.052632,0,2
gold,con_003_pro_002_r0.0_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
